Name,TwitterHandle,Date,TweetUrl,Text,Location,TimeZone,Language,VizPic,Latitude,Longitude
Srikanth,Tableau007,1/3/2018 19:38,https://t.co/K36EQDHUuM,"My first Viz for #MakeoverMonday
https://t.co/K36EQDHUuM
#Tableau ?","Bengaluru, India",Unknown,en,,12.9791198,77.5912997
David O Cinneide,dav1b,1/3/2018 18:47,https://t.co/A5tVg1QBRg,2018 week 1! My 1st (tweeted) go at #MakeoverMonday @VizWizBI @TriMyData A view of US meat consumption patterns ove? https://t.co/A5tVg1QBRg,Singapore,Unknown,en,,1.2904753,103.8520359
Chris Conn,ChrisC737,1/3/2018 18:35,https://t.co/LNZqmLezPs,First @tableau #dataviz of 2018! @TriMyData @VizWizBI #MakeoverMonday Week 1 is looking at the U.S. Per Capita Cons? https://t.co/LNZqmLezPs,"Fort Pierce, FL",Unknown,en,,27.4467056,-80.3256056
Michael Mixon,mix_pix,1/3/2018 18:25,https://t.co/tX2rZBfdnH,"My first blog post of 2018 looks at my last #MakeoverMonday viz of 2017.

Anatomy of a Viz - The Level is in the De? https://t.co/tX2rZBfdnH","Gig Harbor, WA",Pacific Time (US & Canada),en,,47.3259697,-122.5878659
Scott Pflugler,spflugler,1/3/2018 18:25,https://t.co/8qDC9mPaaf,"Was off Monday/Tuesday.  Still wanted to get in on the 2018 #MakeoverMonday party.  Data set looking at US poultry,? https://t.co/8qDC9mPaaf","Jersey City, NJ",Eastern Time (US & Canada),en,,40.7281575,-74.0776417
Gauthier Bonnot,Gauthier_Bonnot,1/3/2018 17:13,https://t.co/jon0YTEU9O,My late participation in this year's first #MakeOverMonday! I have thought of correlating the consumption data with? https://t.co/jon0YTEU9O,"London, England",Pacific Time (US & Canada),en,,51.5073219,-0.1276474
Kashish Chauhan,KongKash,1/3/2018 16:56,https://t.co/dprqvOCI4b,"Per Capital Poultry Consumption #MakeoverMonday @VizWizBI @TriMyData @tableaupublic 
Link: https://t.co/dprqvOCI4b? https://t.co/jgVkqieqwR","Faridabad, India",Unknown,en,,28.402837,77.3085626
Natasha K,data_hungry,1/3/2018 16:41,https://t.co/SkijojBvYr,For #MakeoverMonday 2018 Wk1 I wanted to recreate that old inequality viz of @VizWizBI @TriMyData? https://t.co/SkijojBvYr,Unknown,Unknown,en,,,
Christina P. Gorga,Poulincogsci,1/3/2018 16:23,https://t.co/H964nQV7T1,"My #2018goals 
-Get #Tableau certified
-Do #MakeoverMonday at least once a month
-Read 2 books a month for fun/plea? https://t.co/H964nQV7T1","Vienna, VA",Quito,en,,38.9013013,-77.2651585
Priya Raghuveer,PriyaRaghuveer,1/3/2018 16:12,https://t.co/X4Z0vtrRKU,"Hey! I know I am a bit late, but I wish you guys a belated Happy Christmas and New Year! Check out my Holiday Speci? https://t.co/X4Z0vtrRKU",Unknown,Unknown,en,,,
Stephane Hochberg,S_Hochberg,1/3/2018 15:56,https://t.co/04aaT7FUlj,Here is finally my week one #MakeoverMonday try @vizwizbi @trimydata Per Capita Meat Consumption #tableau? https://t.co/04aaT7FUlj,Paris,Amsterdam,en,,48.8566101,2.3514992
Anthony Hipp,drakkotarkin,1/3/2018 15:00,https://t.co/xFdnhejkqm,"@VizWizBI @TriMyData #MakeoverMonday #Tableau https://t.co/xFdnhejkqm Week 1 #mmvizreview 
Working on my 52 of 52 c? https://t.co/7ERxsOqeVP","Atlanta, GA",Unknown,en,,33.7490987,-84.3901849
Sean Miller,kcmillersean,1/3/2018 14:42,https://t.co/7kFTGiAPDI,"What I love about Matt?s #MakeoverMonday viz is that he never makes a statement, he simply asks his audience to pon? https://t.co/7kFTGiAPDI","Kansas City, MO",Central Time (US & Canada),en,,38.73285,-94.534816
Keith Dykstra,keith_dykstra,1/3/2018 14:11,https://t.co/pGMorJ8UiK,2017 was a great year for chicken! So was 1988 for raisins. Check out more food data fads here:? https://t.co/pGMorJ8UiK,"Washington, DC",Unknown,en,,38.8949549,-77.0366456
Matt Francis,Matt_Francis,1/3/2018 13:56,https://t.co/ALGrLDN9mW,"Did Mad Cow and Cancer Scares Harm US Beef Consumption, look at the data for #MakeoverMonday in #tableau? https://t.co/ALGrLDN9mW",UK,Amsterdam,en,,54.7023545,-3.2765753
Tushar More,tusharz_more,1/3/2018 13:35,NoLink,#MakeoverMonday take 2 using #PowerBI Increasing popularity of chicken in the US @VizWizBI @TriMyData https://t.co/8Q22Jo0t9z,Unknown,New Delhi,en,http://pbs.twimg.com/media/DSnrmFFVwAA4Qwh.jpg,,
Neil Richards,theneilrichards,1/3/2018 12:28,https://t.co/5gjKBAaxAQ,@VizWizBI @RodyZakovich @YouGov @EmmaWhyte @tableaupublic I only did 2 or 3 of these last year as i focused on? https://t.co/5gjKBAaxAQ,"Derbyshire, UK",London,en,,53.1185033,-1.556617931
Kate Brown,katebrown_5,1/3/2018 12:16,https://t.co/6SD6nW4A8v,#MakeoverMonday week 1 @TriMyData @VizWizBI #tableaupublic link - https://t.co/6SD6nW4A8v - need to figure out how? https://t.co/19Fxo9mTgk,"Boston, MA",Eastern Time (US & Canada),en,,42.3604823,-71.0595678
AvinashReddyMunnangi,AvinashMReddy,1/3/2018 12:10,https://t.co/so6mDyCjri,"#MakeoverMonday @VizWizBI @TriMyData #MMVizreview #MakeOverMonday #Week1

**Consumption of Poultry in America **? https://t.co/so6mDyCjri",Hyderabad,Unknown,en,,17.3886068,78.46080957
Peiyun (Sherry) Shen,peiyun_shen,1/3/2018 11:58,https://t.co/MRV1A4nTDn,#MakeoverMonday 2018 Week 1 viz: US Meat Consumption Evolution. Thank you @aleksoft for giving me the suggestion on? https://t.co/MRV1A4nTDn,"Philadelphia, PA",Unknown,en,,39.9523993,-75.1635899
AvinashReddyMunnangi,AvinashMReddy,1/3/2018 11:52,https://t.co/YmtCg4kJZk,"#MakeOverMonday #Week1

**Consumption of Poultry in America **... https://t.co/YmtCg4kJZk",Hyderabad,Unknown,en,,17.3886068,78.46080957
Chander Sharma,BeingChander,1/3/2018 11:51,https://t.co/vB334vGqc7,"#MakeOverMonday #Week1

**Consumption of Poultry in America **... https://t.co/vB334vGqc7",Pune,New Delhi,en,,18.5203062,73.8543185
AvinashReddyMunnangi,AvinashMReddy,1/3/2018 11:50,https://t.co/xcXcHoot7z,"#MakeOverMonday #Week1

**Consumption of Poultry in America **... https://t.co/xcXcHoot7z",Hyderabad,Unknown,en,,17.3886068,78.46080957
Micha? Mokwi?ski,michalmokwinski,1/3/2018 11:04,https://t.co/f2pvl2Krmo,"#MakeoverMonday week 1 - US Per Capita Consumption of Meat

https://t.co/f2pvl2Krmo

#MMVizReview #dataviz #tableau https://t.co/yZ61mG8jip","Warsaw, Poland",Unknown,en,http://pbs.twimg.com/media/DSnJFpxWAAAAIEk.jpg,52.2319237,21.0067265
Klaus Schulte,ProfDrKSchulte,1/3/2018 10:39,https://t.co/SixQAm6CfU,Let's join the #MakeoverMonday fun in 2018! Week 1: Per Capita Consumption of Meat in the US.? https://t.co/SixQAm6CfU,"Münster, Deutschland",Unknown,en,,51.9501317,7.61330165
Sha,shaximinion,1/3/2018 10:25,https://t.co/aKiWGwXtZ1,"@IvettAlexa, nice vis on Tableau Public - Just wanted you to know May has 31 days (not 30) and September has 30 day? https://t.co/aKiWGwXtZ1",Bexhill ,London,en,,50.8424384,0.4675723
Bryan Choi,nar38317,1/3/2018 10:16,https://t.co/blFJVTvqyo,"@VizWizBI @TriMyData @tableaupublic #MakeoverMonday #MMVizReview Checked per capita consumption of beef, port, and? https://t.co/blFJVTvqyo","Seoul, ROK",Unknown,en,,37.48689,126.98404
Russell Young,RussellY_Edin,1/3/2018 9:09,https://t.co/vudcmREdxw,"#MakeoverMonday participants may be interested in the tale of Francis the pig, immortalised in song by @propagandhi? https://t.co/vudcmREdxw",Edinburgh,Amsterdam,en,,55.9495628,-3.1914972
Robert Crocker,robcrock,1/3/2018 9:07,https://t.co/5UICBGgkeH,I have been known to fat finger a key or two. Will you be the first to find my typo? This week I am sharing a few f? https://t.co/5UICBGgkeH,Australia,Pacific Time (US & Canada),en,,-24.7761086,134.755
Pawe? Wróblewski,ExcelRaport,1/3/2018 8:59,NoLink,#makeovermonday no1 @VizWizBI &amp; @TriMyData. Hope to complete one more year with 52/52. All the best in New Year ! https://t.co/Z39qRUVPeg,"Gda?sk, Polska",Unknown,en,http://pbs.twimg.com/media/DSmscH_WsAAn3qn.jpg,,
Vincent Tan,vincent_tzc,1/3/2018 7:03,https://t.co/7AQVs6TR9X,"New Year, new goal. My first attempt at Makeover Monday. Will try to make this a habit every week! Here's my viz:? https://t.co/7AQVs6TR9X", Singapore,Singapore,en,,1.2904753,103.8520359
David,dsmd4vid,1/3/2018 6:41,https://t.co/WhWbKtd22K,"Americans eat (a lot) more Meat and (some) more Fish. Wonder what happens to veggies and fruit.
#MakeoverMonday? https://t.co/WhWbKtd22K",Unknown,Pacific Time (US & Canada),en,,,
Frederic Fery,_mydata,1/3/2018 6:19,https://t.co/r62wPNBPWk,Simple vis to get back into the routine after a few weeks break - Americans have been eating more and more chicken? https://t.co/r62wPNBPWk,Brisbane Australia,Brisbane,en,,-27.4689682,153.0234991
Akash,akash_ram,1/3/2018 5:37,https://t.co/hPqdztOct9,"First #MakeoverMonday Viz of the year. #mmvizreview @tableaupublic 

https://t.co/hPqdztOct9 https://t.co/2zQA9fVChe",India,Chennai,en,http://pbs.twimg.com/media/DSl-JvWXcAAlB9l.jpg,22.3511148,78.6677428
Suraj Shah,surajshah212,1/3/2018 5:32,https://t.co/eQ2DXL16o9,"A little late but so excited to complete all 52 weeks of #MakeoverMonday 2017. A great thank you to @VizWizBI ,? https://t.co/eQ2DXL16o9","Phoenix, AZ",Arizona,en,,33.4485866,-112.0773456
John Trefethen,johnttrefethen,1/3/2018 5:14,https://t.co/P9QWAfb2wb,"#MakeoverMonday 2018 Week 1 - our staggering consumption continues? #MMVizReview please

@TriMyData @VizWizBI? https://t.co/P9QWAfb2wb",Unknown,Mountain Time (US & Canada),en,,,
Suraj Shah,surajshah212,1/3/2018 5:08,https://t.co/TEi1c7TZeE,"#MakeoverMonday 2017 Catch up Week 51

https://t.co/TEi1c7TZeE

@TriMyData @VizWizBI https://t.co/WJaXBlUeVD","Phoenix, AZ",Arizona,en,http://pbs.twimg.com/media/DSl3xk5U8AAOTiU.jpg,33.4485866,-112.0773456
Axel W.,genetis,1/3/2018 5:03,https://t.co/g2c8PbanxO,Back to #MakeoverMonday after the break. Is there a need to use #MMVizReview when posting it on @datadotworld alrea? https://t.co/g2c8PbanxO,"AKL, NZ",Wellington,en,,-37.00889695,174.7912451
Heather Murphy,heathermurph_,1/3/2018 4:47,https://t.co/pu2cBnQL6B,My first #MakeoverMonday submission for Week 1 2018 using @GoogleAnalytics's #DataStudio! What's on YOUR dinner pla? https://t.co/pu2cBnQL6B,"Toronto, Canada",Eastern Time (US & Canada),en,,43.653963,-79.387207
Bill Saltmarsh,Bill_Saltmarsh,1/3/2018 4:26,https://t.co/wxtYdURYJv,Really fun first #MakeoverMonday effort here by @TroyKranendonk https://t.co/wxtYdURYJv,Lawrence,Unknown,en,,38.9719384,-95.2359496
David Velleca,davidvelleca,1/3/2018 4:17,https://t.co/7ipkQralNF,My first #MakeoverMonday - Per Capita US Poultry and Livestock Consumption - https://t.co/7ipkQralNF with an augmen? https://t.co/0p0019ZUdB,"Dardenne Prairie, MO",Unknown,en,,38.7694969,-90.7290157
Nish Goel,thevizlover,1/3/2018 3:42,https://t.co/ZPBoaoTHys,Inspired by so many fab vizzes here's my second take at #MakeoverMonday week 01 #Tableau Viz URL:? https://t.co/ZPBoaoTHys,"West Midlands, England",London,en,,52.5050033,-1.964396123
Paul Morgan,p__morgan,1/3/2018 3:32,https://t.co/3phb3nRLd5,"@VizWizBI @TriMyData 2018  #makeovermonday wk 1, Tastes just like Chicken! I pivoted all the measures into a single? https://t.co/3phb3nRLd5","NC, USA",Eastern Time (US & Canada),en,,35.6729639,-79.0392919
Rahul Singh,rsingh0404,1/3/2018 3:29,https://t.co/GhVUN7500O,"#MakeoverMonday Week1: Change in US Per Capita Meat Consumption (1960-2016)
Tableau Public Link :? https://t.co/GhVUN7500O",Hyderabad,International Date Line West,en,,17.3886068,78.46080957
Shawna Dingmann,SDingmann,1/3/2018 1:55,https://t.co/1jAs7AxbTF,"My first attempt at #MakeoverMonday Week 1 2018 #Tableau #MMVizReview @SDingmann 
https://t.co/1jAs7AxbTF https://t.co/573HoWl1an",Unknown,Pacific Time (US & Canada),en,http://pbs.twimg.com/media/DSlLZraVoAAaHI1.jpg,,
Datasaurus-Rex,Datasaurus_Rex,1/3/2018 1:43,https://t.co/hRWFeOKHgM,Using some clever tricks to keep things simple in my week 1 2018 #MakeoverMonday entry using @tableau and? https://t.co/hRWFeOKHgM,Unknown,Unknown,en,,,
Troy Kranendonk,TroyKranendonk,1/3/2018 1:11,https://t.co/XqvqbEsJ9x,"My first @tableaupublic and #MakeoverMonday Viz.
Paying homage to an old Toy.  Not a great example, but was fun to? https://t.co/XqvqbEsJ9x","Layton, Utah",Mountain Time (US & Canada),en,,41.0751048,-111.9741925
Bevin Olszewski,Bevinolszewski,1/3/2018 0:05,https://t.co/KUQzGERLuZ,"#MakeoverMonday , @VizWizBI , @TriMyData Wk 1 - US per capita consumption of poultry and livestock (1960 - 2017)? https://t.co/KUQzGERLuZ",United Kingdom,London,en,,25.2232283,55.1594933
Paul T McHale,RelatableData,1/3/2018 0:01,https://t.co/mBsplhQKsz,"#MakeoverMonday 2018 Week 1
Poultry consumption is on the rise in the United States
Tried some new things with text? https://t.co/mBsplhQKsz","Raleigh, NC",Pacific Time (US & Canada),en,,35.7803977,-78.6390989
Nurul Shi,NurulShi12,1/2/2018 22:35,https://t.co/OvG1RawZdH,"1st #MakeoverMonday for 2018! I really want to get 100% participation this year :) Will tune in for #mmvizreview 
L? https://t.co/OvG1RawZdH",Unknown,Unknown,en,,,
jherico037,jherico037,1/2/2018 22:22,https://t.co/f3HwTTJqFH,"My first attempt at one of these, but very fun to create!
https://t.co/f3HwTTJqFH
 #MakeoverMonday https://t.co/P5goT6un74",Unknown,Eastern Time (US & Canada),en,http://pbs.twimg.com/media/DSkaqwEXUAAFbT_.jpg,,
Lindsay Betzendahl,ZenDollData,1/2/2018 22:20,https://t.co/vpYZElZDYQ,"After some thought about my first #makeovermonday viz, I decided to update it. I'm already loving this learning exp? https://t.co/vpYZElZDYQ",CT,Eastern Time (US & Canada),en,,41.6500201,-72.7342163
Simon Beaumont,SimonBeaumont04,1/2/2018 22:19,https://t.co/JoT9SMMb3m,"'I feel like Chicken tonight'

Started doing a Sankey, ended up with a doughnut and cartoon animals; a slightly lig? https://t.co/JoT9SMMb3m","Portsmouth, England",Unknown,en,,50.8036831,-1.075614
Vikram Singh,SpaceVikram,1/2/2018 22:14,https://t.co/BIjJJ8TIi1,"#MakeoverMonday  - Week 1: US per capita consumption of poultry and livestock Since 1966.

https://t.co/BIjJJ8TIi1 https://t.co/mBkGHCevCB",Unknown,Unknown,en,http://pbs.twimg.com/media/DSkYv9sX0AEuFFM.jpg,,
datadotworld,datadotworld,1/2/2018 22:07,https://t.co/KGzhFtXKcg,"Our top 10 data projects of 2017, Project #10: The world as 100 people via #MakeoverMonday. These data viz whizzes? https://t.co/KGzhFtXKcg","Austin, TX",Central Time (US & Canada),en,,30.2711286,-97.7436995
Chris Conn,ChrisC737,1/2/2018 21:49,https://t.co/KtEiOSDQ1n,"@mahfooj01 @VizWizBI @TriMyData @RodyZakovich @tableaupublic Hey @mahfooj01, I too was thinking of using? https://t.co/KtEiOSDQ1n","Fort Pierce, FL",Unknown,en,,27.4467056,-80.3256056
Thomas Mock,thomas_mock,1/2/2018 21:33,https://t.co/vhZyzfqOg6,#MakeoverMonday with why did the chicken cross the beef?? Feedback welcomed! #Rstats #dataviz #ggplot? https://t.co/vhZyzfqOg6,Texas,Unknown,en,,31.8160381,-99.5120986
Paula Jennings,PjTrilobyte,1/2/2018 21:29,https://t.co/5WOes9TJkN,#MakeoverMonday Week 1 Poultry and Livestock Consumption US @VizWizBI @TriMyData https://t.co/5WOes9TJkN https://t.co/1GOebAsETR,Calgary,Unknown,en,http://pbs.twimg.com/media/DSkOteDVAAAB95i.jpg,51.02532675,-114.0498685
MDvizBI,MDvizBI,1/2/2018 21:14,https://t.co/iUBvgEhfuN,#MakeoverMonday Week1: US Per Capita Meat Consumption @VizWizBI @RodyZakovich also inspired me to use the area bump? https://t.co/iUBvgEhfuN,"New York, USA",Unknown,en,,40.7306458,-73.9866136
Ann Jackson,AnnUJackson,1/2/2018 21:01,https://t.co/ovQpz0XH6J,#MakeoverMonday 2018 has begun with week one | The Dwindling Protein Gap | @VizWizBI @TriMyData | full viz:? https://t.co/ovQpz0XH6J,"Phoenix, AZ",Unknown,en,,33.4485866,-112.0773456
Mahfooj Khan,mahfooj01,1/2/2018 20:52,https://t.co/rkOQxnfqIV,#MakeoverMonday Week1: US Per Capita Meat Consumption @VizWizBI @TriMyData viz inspiration @RodyZakovich? https://t.co/rkOQxnfqIV,"Kolkata, India",Unknown,en,,22.5677459,88.3476023
Adam Crahen,acrahen,1/2/2018 20:34,https://t.co/EfOmj4WLDY,"#MakeoverMonday S3 E1 | Meat
https://t.co/EfOmj4WLDY https://t.co/jR5iO3rU80","Honeoye Falls, NY",Eastern Time (US & Canada),en,http://pbs.twimg.com/media/DSkB3LkVMAAlp6b.jpg,42.9520098,-77.5914698
Chipo,Chipodinho,1/2/2018 20:21,https://t.co/XSekLFxQta,"Finally got around to doing the week 52 #MakeoverMonday challenge.

https://t.co/XSekLFxQta https://t.co/7T8mnWcIQZ",Unknown,London,en,http://pbs.twimg.com/media/DSj--HPX4AAq4oB.jpg,,
Laura,Laura_Kivi,1/2/2018 20:15,https://t.co/0kJFjvroKe,Trying to start good the year here is my try at this week´s data #MakeoverMonday #Datavisualization #data? https://t.co/0kJFjvroKe,Unknown,Unknown,en,,,
Marc Soares,Marc_Soares,1/2/2018 20:06,https://t.co/6sRKrUwK1c,Getting back into #MakeoverMonday for 2018! Here's my Week 1 submission built with Google Data Studio:? https://t.co/6sRKrUwK1c,"Toronto, Canada",Eastern Time (US & Canada),en,,43.653963,-79.387207
Waylon Walker,_WaylonWalker,1/2/2018 19:57,https://t.co/H8QCcaaJbi,"My first #MakeoverMonday poultry consuption overtakes red meat.

https://t.co/H8QCcaaJbi https://t.co/Ry4pOX8BtM",Peoria Illinois,Unknown,en,http://pbs.twimg.com/media/DSj5YQxX4AATurl.jpg,40.6938609,-89.5891008
Tableau Software,tableau,1/2/2018 19:00,https://t.co/MwX6FBjEpz,"This year, #MakeoverMonday and #VizforSocialGood partnered to dive into the @UNAction campaign. Learn more:? https://t.co/MwX6FBjEpz","Seattle, WA",Pacific Time (US & Canada),en,,47.6038321,-122.3300624
Mark Bradbourne,MarkBradbourne,1/2/2018 18:36,https://t.co/Uh7bG7sAjJ,Anyone want to make this a thing with me? #TakeTwoTuesday - take a prior year #MakeOverMonday submission of yours a? https://t.co/Uh7bG7sAjJ,"Cleveland, OH",Eastern Time (US & Canada),en,,41.5051613,-81.6934446
Yoshihito Kimura,SimplVizBest_YK,1/2/2018 18:23,https://t.co/84AfTFiAah,"#MakeoverMonday W1 Poultry and Red Meat Consumption
#mmvizreview @VizWizBI @TriMyData 

https://t.co/84AfTFiAah https://t.co/ZlfRZMqxhB", ,Pacific Time (US & Canada),en,http://pbs.twimg.com/media/DSjjzPWVoAA062E.jpg,,
Steve Fenn,StatHunting,1/2/2018 17:35,https://t.co/kWvxEhxd6m,"@TriMyData @VizWizBI @tableaupublic This #MakeoverMonday effort was very quick, thanks to @RodyZakovich's guide to? https://t.co/kWvxEhxd6m","Denver, CO",Eastern Time (US & Canada),en,,39.7391536,-104.9847034
Steve Fenn,StatHunting,1/2/2018 17:32,https://t.co/dhHpjwhoz0,"Over the last 4 decades, chicken has stepped up as the top meat in the US while the former king, beef, has fallen.? https://t.co/dhHpjwhoz0","Denver, CO",Eastern Time (US & Canada),en,,39.7391536,-104.9847034
Simona Loffredo,simonaloffredo2,1/2/2018 17:23,https://t.co/IjCn6zF69y,First #makeovermonday of 2018 :) It looks like Chickens conquered American tables @TriMyData @VizWizBI |? https://t.co/IjCn6zF69y,"City of London, London",Pacific Time (US & Canada),en,,51.5118606,-0.0780174
Staticum,staticum,1/2/2018 16:29,https://t.co/VtqTsaRwmX,"¡Happy New Year!  #MakeoverMonday &amp; #mmvizreview people, Have a Great Year all of you.  ¡EXTRA EXTRA! ""CHICKEN EVER? https://t.co/VtqTsaRwmX","Santiago, Chile",Unknown,en,,-33.4377968,-70.6504451
Andrew Julio,datavizbro,1/2/2018 15:44,https://t.co/a1ukP1hlYz,First #MakeoverMonday of 2018! Finally got to practice with ShankeyDiagrams :) MoM#47 Viz from @paulisDataViz helpe? https://t.co/a1ukP1hlYz,"London, England",Pacific Time (US & Canada),en,,51.5073219,-0.1276474
Andrew Lang,cloudstream_al,1/2/2018 15:30,https://t.co/vZsTnEbPtj,Finally completed the first #MakeoverMonday for 2018 fingers crossed I can 100% this year! https://t.co/vZsTnEbPtj https://t.co/MVMAQMgKmA,London,Unknown,en,http://pbs.twimg.com/media/DSi8V3GXUAE68GL.jpg,51.5073219,-0.1276474
Matthijs Blenkers,MBlenkers,1/2/2018 15:22,https://t.co/9J5Mx7XTy4,"New year! This year I'm going to do more #MakeoverMonday. Week 1:
https://t.co/9J5Mx7XTy4 https://t.co/N9TvIlx3rI",Unknown,Amsterdam,en,http://pbs.twimg.com/media/DSi6ZzgWkAAwNHh.jpg,,
John Keegan,vizBrewer,1/2/2018 15:06,https://t.co/47hi6W53Oz,"Chicken has become the most consumed meat in America since 1993, but is still behind Beef in Total Consumption sinc? https://t.co/47hi6W53Oz","Virginia, USA",Eastern Time (US & Canada),en,,37.1232245,-78.4927721
Curtis Harris,Harris7Curtis,1/2/2018 14:58,https://t.co/rYnFG0ChNf,Happy new year to my #Tableau family! Starting the new year off right with #MakeoverMonday | Meat consumption trend? https://t.co/rYnFG0ChNf,"Salt Lake City, UT",Pacific Time (US & Canada),en,,40.7670126,-111.8904308
Christopher Scott,cgscottDVA,1/2/2018 14:38,https://t.co/Yg8YGCrBEQ,This week's #MakeoverMonday goes out to the one and only @Jkpoole19 the world's BIGGEST @ChickfilA fan!!!? https://t.co/Yg8YGCrBEQ,"Raleigh, NC",Unknown,en,,35.7803977,-78.6390989
Jamie Smyth,JamieAndData,1/2/2018 14:37,https://t.co/10yXkAXbRW,Enjoying being back in the #MakeoverMonday fold after a Chirstmas break. Here's my 2018 week 1 contribution. Thanks? https://t.co/10yXkAXbRW,"London, England",Unknown,en,,51.5073219,-0.1276474
Sarah Burnett,sezbee,1/2/2018 14:04,https://t.co/7Uc9i1VC2d,"I couldn't leave it alone this week, so here's my refined #makeovermonday 2018 week 1 #mmvizreview @TriMyData? https://t.co/7Uc9i1VC2d",Singapore,Wellington,en,,1.2904753,103.8520359
Ludovic Tavernier,ltavernier7,1/2/2018 13:41,https://t.co/PLKfpeVqYS,#MakeoverMonday - Sometimes this is more than pounds and numbers :) #friendsnotfood https://t.co/PLKfpeVqYS https://t.co/kFfYQF7rYm,"Nantes, France",Unknown,en,http://pbs.twimg.com/media/DSiiySyXUAAewJZ.jpg,47.2186371,-1.5541362
Eugenia Kis,talva_cz,1/2/2018 13:40,https://t.co/hui8ykYwIb,Don't miss Makeover Monday 101 webinar in a few hours &amp; start your #dataviz journey in 2018:? https://t.co/hui8ykYwIb,Unknown,Prague,en,,,
Sarah Bartlett,sarahlovesdata,1/2/2018 12:51,https://t.co/mqbOhqPqKX,Happy New Year! #MakeoverMonday 2018 Week 1 - Chicken consumption is on the rise. Colours inspired by @NandosUK ;-)? https://t.co/mqbOhqPqKX,"Basingstoke, England",Unknown,en,,51.262826,-1.0861976
Susan Glass,SusanJG1,1/2/2018 12:49,https://t.co/923qjjZxIi,"Re-tweeting with the Tableau Public link.
#makeovermonday @VizWizBI @TriMyData Looked at the carbon footprint of th? https://t.co/923qjjZxIi",Unknown,Unknown,en,,,
Mohamed Thahir,dataxonn,1/2/2018 12:46,https://t.co/K0ONvattlw,"A simple bar chart, U.S. consumption of Chicken, Beef &amp; Pork.  #MakeoverMonday @tableaupublic? https://t.co/K0ONvattlw","New York, USA",Unknown,en,,40.7306458,-73.9866136
Daniel Caroli,Danifornication,1/2/2018 12:05,https://t.co/EMusUes8um,"Happy New Year!
#MakeoverMonday Week 1 - US per Capita Meat Consumption, Red Meat vs Poultry? https://t.co/EMusUes8um","Reading, England",London,en,,51.456659,-0.9696512
Michael Schymura,MichaelSchymura,1/2/2018 11:56,https://t.co/xKuvP9tc4J,First  #MakeoverMonday in 2018!! Why did Poultry and Livestock evolve so differently in the US?? https://t.co/xKuvP9tc4J,"Mannheim, Baden-Württemberg",Unknown,en,,49.489591,8.467236
Data Notes,data_notes,1/2/2018 10:59,https://t.co/ba4bLp6zFi,"#MMVizReview

#MakeoverMonday: American Animal Consumption
(https://t.co/ba4bLp6zFi )

via @tableaupublic https://t.co/uQUrIjXF50",Unknown,London,en,http://pbs.twimg.com/media/DSh9xxeXcAAltz4.jpg,,
Shafeeq Rahiman,shafeeqrtk,1/2/2018 10:02,https://t.co/6c0XN2wHXI,"Red and White Meat consumption in the US over the years.

#MakeoverMonday #mmvizreview @VizWizBI @TriMyData? https://t.co/6c0XN2wHXI",Unknown,Unknown,en,,,
Rafi,RafiChaudhury,1/2/2018 9:44,https://t.co/TI1E18W1no,"Quick #Tableau dashboard on construction permits in Toronto, using @Open_TO's data catalogue #MakeoverMonday? https://t.co/TI1E18W1no","Toronto, Ontario",Eastern Time (US & Canada),en,,43.653963,-79.387207
TK,takazi88,1/2/2018 9:26,https://t.co/Lzk7kLA4UK,#MakeoverMonday 2018 first Viz. Viz link : https://t.co/Lzk7kLA4UK @tableaupublic @tableau @VizWizBI #MMVizReview https://t.co/mRcIPZCBS0,"Bengaluru, India",Unknown,de,http://pbs.twimg.com/media/DShpEotVAAEV4bk.jpg,12.9791198,77.5912997
Ketan Deshpande,ketan_dataviz,1/2/2018 9:25,https://t.co/afRDkbordW,"@TriMyData @VizWizBI #MMVizReview #makeovermonday W1:- Per capita consumption of ? ? 
work done using @MSPowerBI 
L? https://t.co/afRDkbordW","Pune, India",Unknown,en,,18.5203062,73.8543185
Mauricio Pinilla,MauricioData,1/2/2018 6:40,https://t.co/FVIAiyo6jk,"It took me way longer than I want to admit, and even then it's got a lot of problems, but I completed my first? https://t.co/FVIAiyo6jk","New York, USA",Unknown,en,,40.7306458,-73.9866136
Susan Glass,SusanJG1,1/2/2018 5:54,https://t.co/hDZSoTujQX,#makeovermonday @VizWizBI @TriMyData Looked at the carbon footprint of the changing US meat consumption.  Feedback? https://t.co/hDZSoTujQX,Unknown,Unknown,en,,,
Katie Fleeman,fleemanator,1/2/2018 5:46,https://t.co/80or2q6CCM,One of my resolutions for 2018 is to participate in #makeovermonday - another is to stop letting the perfect become? https://t.co/80or2q6CCM,"Palo Alto, CA",Pacific Time (US & Canada),en,,37.442156,-122.1634472
Arshadh,ArshadhNet,1/2/2018 4:58,https://t.co/Jp7ifF3WyG,#MakeoverMonday  #mmvizreview  Chicken has taken the place of beef in the last 50 years.  https://t.co/Jp7ifF3WyG https://t.co/d7zrrEmUVI,Unknown,Unknown,en,http://pbs.twimg.com/media/DSgrgp4VoAAVCPp.jpg,,
briangillet,briangillet,1/2/2018 4:53,https://t.co/khcnyKsiPT,Happy New Year! #MakeoverMonday - Thanks for the data viz inspirations in 2017 - here's my first viz of the year:? https://t.co/khcnyKsiPT,United States of America,Central Time (US & Canada),en,,39.7837304,-100.4458825
